NP Entry ID,Study ID,DOI,Title,Year,Core NP Material,Surface Modification,Modification Type,Modification Charge,NP Type,NP Sub-Type,Lipid Core Molar Ratio,NP Shape,Size Method,HD Solvent,Size (nm),Size Group,Zeta Potential Solvent,Zeta Potential (mV),Zeta Potential Group,Zeta Potential Charge,PDI,PDI Group,Incubation Protein Source,Incubation Media Additives,Incubation Media,Incubation Protein Concentration (%-v/v),Plasma Concentation Group,NP Solution Concentration,NP Solution Concentration Units,Dispersion medium Volume (µL),Final NP Incubation Mass (mg),Mass Group,Incubation time (min),Incubation time Group,Shaking or AgitationDuring Incubation,Incubation Temp (°C),NP-PC Isolation Method,Extraction Centrifugation Speed (xg),Isolation Temperature (°C),Extraction Centrifugation Time (min),Number of Washing Steps,Exposure type,Species,Protein Composition Units,No Proteins Identified,Protein Entry No,Study ID,APOE,APOB,CO3,CLUS
A466,A52,https://doi.org/10.1007/s11051-013-1498-4,Effect of DOPE and cholesterol on the protein adsorption onto lipid nanoparticles,2013,DOTAP,No Modification,No Modification,No Modification,Organic,Lipid,1:0:0,Sphere,DLS,DI-H2O,78.8,50~100,DI-H2O,55.7,>+50,Positive,0.205,>0.2,Human Plasma,None,N/A,100,50~100,Not Reported,Not Reported,400,Not Reported,Not Reported,60,30~60,N,37,Centrifugation,Not Reported,Not Reported,10,3,in vitro,Human,%-RPA,4,A466,A52,0.935250086,0.655607203,2.609528957,2.312431531
A467,A53,https://doi.org/10.1039/C3NR05559K,Effect of polyethyleneglycol (PEG) chain length on the bio-nano- interactions between PEGylated lipid nanoparticles and biological fluids: From nanostructure to uptake in cancer cells,2014,DOTAP-DOPC-DC-Chol-DOPE/DOPE-PEG ,PEG,Polymeric,No Modification,Organic,Lipid,1:1:1:0.7:0.3,Sphere,DLS,DI-H2O,103.2,100~150,DI-H2O,11.3,+10~+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,1,mg/mL,Not Reported,1,0~5,60,30~60,N,37,Centrifugation,Not Reported,Not Reported,15,3,in vitro,Human,%-RPA,4,A467,A53,1.361390612,0.573624644,4.63909205,0.656833048
A468,A53,https://doi.org/10.1039/C3NR05559K,Effect of polyethyleneglycol (PEG) chain length on the bio-nano- interactions between PEGylated lipid nanoparticles and biological fluids: From nanostructure to uptake in cancer cells,2014,DOTAP-DOPC-DC-Chol-DOPE/DOPE-PEG ,PEG,Polymeric,No Modification,Organic,Lipid,1:1:1:0.7:0.3,Sphere,DLS,DI-H2O,118.7,100~150,DI-H2O,15.5,+10~+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,1,mg/mL,Not Reported,1,0~5,60,30~60,N,37,Centrifugation,Not Reported,Not Reported,15,3,in vitro,Human,%-RPA,4,A468,A53,1.866024187,0.962400464,1.687038452,0.932103611
A469,A53,https://doi.org/10.1039/C3NR05559K,Effect of polyethyleneglycol (PEG) chain length on the bio-nano- interactions between PEGylated lipid nanoparticles and biological fluids: From nanostructure to uptake in cancer cells,2014,DOTAP-DOPC-DC-Chol-DOPE/DOPE-PEG ,PEG,Polymeric,No Modification,Organic,Lipid,1:1:1:0.7:0.3,Sphere,DLS,DI-H2O,116.9,100~150,DI-H2O,18.3,+10~+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,1,mg/mL,Not Reported,1,0~5,60,30~60,N,37,Centrifugation,Not Reported,Not Reported,15,3,in vitro,Human,%-RPA,4,A469,A53,1.945416115,0.811941848,5.209821009,0.843658071
A470,A53,https://doi.org/10.1039/C3NR05559K,Effect of polyethyleneglycol (PEG) chain length on the bio-nano- interactions between PEGylated lipid nanoparticles and biological fluids: From nanostructure to uptake in cancer cells,2014,DOTAP-DOPC-DC-Chol-DOPE,No Modification,No Modification,No Modification,Organic,Lipid,1:1:1:1,Sphere,DLS,DI-H2O,86,50~100,DI-H2O,27.4,+10~+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,1,mg/mL,Not Reported,1,0~5,60,30~60,N,37,Centrifugation,Not Reported,Not Reported,15,3,in vitro,Human,%-RPA,4,A470,A53,2.565463553,0.806464886,1.911206482,1.245304589
A471,A54,https://doi.org/10.1016/j.biomaterials.2014.04.067,The effect of protein corona composition on the interaction of carbon nanotubes with human blood platelets,2014,Carbon,COOH,Carboxylic Acids,Negative,Carbon-Based,Carbon,N/A,Nanotube,DLS,Other Buffer,80,50~100,Other Buffer,-57,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,PBS,91,50~100,0.1,mg/mL,1000,0.1,0~5,60,30~60,N,25,Centrifugation,10000,Not Reported,Not Reported,2,in vitro,Human,%-RPA,1,A471,A54,0,0,0.087964227,0
A475,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,Human Plasma,53.3,50~100,Human Plasma,-21.2,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A475,A56,1.21710808,0.069629537,0.219779485,0.788683733
A476,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,Human Plasma,53.3,50~100,Human Plasma,-21.2,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A476,A56,1.008980937,0.058072384,0.178470745,0.64440471
A477,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,Human Plasma,58.1,50~100,Human Plasma,-26.1,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A477,A56,0.952550945,0.056514427,0.170541092,0.611397751
A478,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,Human Plasma,58.1,50~100,Human Plasma,-26.1,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A478,A56,1.014901311,0.057120443,0.178910998,0.633566143
A479,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,RPMI,93.5,50~100,RPMI,-6.6,-10~+10,Neutral,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A479,A56,1.21710808,0.069629537,0.219779485,0.788683733
A480,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,RPMI,93.5,50~100,RPMI,-6.6,-10~+10,Neutral,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A480,A56,1.008980937,0.058072384,0.178470745,0.64440471
A481,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,RPMI,115.3,100~150,RPMI,-9.9,-10~+10,Neutral,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A481,A56,0.952550945,0.056514427,0.170541092,0.611397751
A482,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,RPMI,115.3,100~150,RPMI,-9.9,-10~+10,Neutral,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A482,A56,1.014901311,0.057120443,0.178910998,0.633566143
A483,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,DI-H2O,58.6,50~100,DI-H2O,-25.1,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A483,A56,1.21710808,0.069629537,0.219779485,0.788683733
A484,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,DI-H2O,58.6,50~100,DI-H2O,-25.1,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A484,A56,1.008980937,0.058072384,0.178470745,0.64440471
A485,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,DI-H2O,26.6,<50,DI-H2O,-37,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A485,A56,0.952550945,0.056514427,0.170541092,0.611397751
A486,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,DI-H2O,26.6,<50,DI-H2O,-37,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A486,A56,1.014901311,0.057120443,0.178910998,0.633566143
A487,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,99.5,50~100,PBS,-6.4,-10~+10,Neutral,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A487,A56,1.21710808,0.069629537,0.219779485,0.788683733
A488,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,99.5,50~100,PBS,-6.4,-10~+10,Neutral,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A488,A56,1.008980937,0.058072384,0.178470745,0.64440471
A489,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,654.7,>150,PBS,-16.1,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A489,A56,0.952550945,0.056514427,0.170541092,0.611397751
A490,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,654.7,>150,PBS,-16.1,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A490,A56,1.014901311,0.057120443,0.178910998,0.633566143
A491,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,TEM,N/A,21.6,<50,Human Plasma,-21.2,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A491,A56,1.21710808,0.069629537,0.219779485,0.788683733
A492,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,TEM,N/A,24.3,<50,Human Plasma,-26.1,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A492,A56,1.008980937,0.058072384,0.178470745,0.64440471
A493,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,TEM,N/A,21.6,<50,RPMI,-6.6,-10~+10,Neutral,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A493,A56,0.952550945,0.056514427,0.170541092,0.611397751
A494,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,TEM,N/A,24.3,<50,RPMI,-9.9,-10~+10,Neutral,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A494,A56,1.014901311,0.057120443,0.178910998,0.633566143
A495,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,TEM,N/A,21.6,<50,DI-H2O,-25.1,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A495,A56,1.21710808,0.069629537,0.219779485,0.788683733
A496,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,TEM,N/A,24.3,<50,DI-H2O,-37,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A496,A56,1.008980937,0.058072384,0.178470745,0.64440471
A497,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,TEM,N/A,21.6,<50,PBS,-6.4,-10~+10,Neutral,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,180,>60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A497,A56,0.952550945,0.056514427,0.170541092,0.611397751
A498,A56,https://doi.org/10.1038/srep25518,An Evaluation of Blood Compatibility of Silver Nanoparticles,2016,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,TEM,N/A,24.3,<50,PBS,-16.1,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,60,30~60,N,37,Centrifugation,19000,4,20,3,in vitro,Human,%-RPA,4,A498,A56,1.014901311,0.057120443,0.178910998,0.633566143
A499,A57,https://doi.org/10.1021/acsnano.6b07933,Identification of Receptor Binding to the Biomolecular Corona of Nanoparticles,2017,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,PBS,118,100~150,PBS,-13.5,-50~-10,Negative,0.02,0~0.1,Human Plasma,None,PBS,10,<50,1,mg,1000,1,0~5,60,30~60,Y,37,Centrifugation,Not Reported,Not Reported,20,3,in vitro,Human,%-RPA,3,A499,A57,2.81,1.65,1.71,0
A500,A57,https://doi.org/10.1021/acsnano.6b07933,Identification of Receptor Binding to the Biomolecular Corona of Nanoparticles,2017,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,PBS,118,100~150,PBS,-13.5,-50~-10,Negative,0.02,0~0.1,Human Plasma,None,PBS,30,<50,1,mg,1000,1,0~5,60,30~60,Y,37,Centrifugation,Not Reported,Not Reported,20,3,in vitro,Human,%-RPA,3,A500,A57,2.93,0.99,1.72,0
A501,A57,https://doi.org/10.1021/acsnano.6b07933,Identification of Receptor Binding to the Biomolecular Corona of Nanoparticles,2017,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,PBS,118,100~150,PBS,-13.5,-50~-10,Negative,0.02,0~0.1,Human Plasma,None,PBS,50,50~100,1,mg,1000,1,0~5,60,30~60,Y,37,Centrifugation,Not Reported,Not Reported,20,3,in vitro,Human,%-RPA,3,A501,A57,2.57,1.18,2.11,0
A508,A60,https://doi.org/10.1016/j.colsurfb.2017.01.037,Interaction of gold and silver nanoparticles with human plasma: Analysis of protein corona reveals specific binding patterns,2017,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,DI-H2O,55.78,50~100,DI-H2O,-25.1,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,60,30~60,N,37,SC Centrifugation,19000,4,20,6,in vitro,Human,%-RPA,4,A508,A60,3.07,0.547,0.35,0.18
A509,A60,https://doi.org/10.1016/j.colsurfb.2017.01.037,Interaction of gold and silver nanoparticles with human plasma: Analysis of protein corona reveals specific binding patterns,2017,Au,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,DI-H2O,27.11,<50,DI-H2O,-24.5,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,60,30~60,N,37,SC Centrifugation,19000,4,20,6,in vitro,Human,%-RPA,4,A509,A60,1.23,0.235,7.913,0.196
A510,A60,https://doi.org/10.1016/j.colsurfb.2017.01.037,Interaction of gold and silver nanoparticles with human plasma: Analysis of protein corona reveals specific binding patterns,2017,Au,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,DI-H2O,30.03,<50,DI-H2O,-24.3,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,60,30~60,N,37,SC Centrifugation,19000,4,20,6,in vitro,Human,%-RPA,4,A510,A60,1.57,0.091,6.333,0.17
A511,A60,https://doi.org/10.1016/j.colsurfb.2017.01.037,Interaction of gold and silver nanoparticles with human plasma: Analysis of protein corona reveals specific binding patterns,2017,Ag,Branched polyethyleneimine ,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,DI-H2O,43.14,<50,DI-H2O,53.95,>+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,60,30~60,N,37,SC Centrifugation,19000,4,20,6,in vitro,Human,%-RPA,4,A511,A60,0.87,0.203,1.19,1.36
A512,A60,https://doi.org/10.1016/j.colsurfb.2017.01.037,Interaction of gold and silver nanoparticles with human plasma: Analysis of protein corona reveals specific binding patterns,2017,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,DI-H2O,26.61,<50,DI-H2O,-36.95,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,60,30~60,N,37,SC Centrifugation,19000,4,20,6,in vitro,Human,%-RPA,4,A512,A60,12.4,0.294,1.62,0.422
A513,A60,https://doi.org/10.1016/j.colsurfb.2017.01.037,Interaction of gold and silver nanoparticles with human plasma: Analysis of protein corona reveals specific binding patterns,2017,Au,Branched polyethyleneimine ,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,DI-H2O,37.2,<50,DI-H2O,47,+10~+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,60,30~60,N,37,SC Centrifugation,19000,4,20,6,in vitro,Human,%-RPA,4,A513,A60,0.993,0.77,1.42,1.58
A514,A60,https://doi.org/10.1016/j.colsurfb.2017.01.037,Interaction of gold and silver nanoparticles with human plasma: Analysis of protein corona reveals specific binding patterns,2017,Ag,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,Human Plasma,75.36,50~100,Human Plasma,-21.2,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,60,30~60,N,37,SC Centrifugation,19000,4,20,6,in vitro,Human,%-RPA,4,A514,A60,3.07,0.547,0.35,0.18
A515,A60,https://doi.org/10.1016/j.colsurfb.2017.01.037,Interaction of gold and silver nanoparticles with human plasma: Analysis of protein corona reveals specific binding patterns,2017,Au,Polyvinyl Pyrrolidone,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,Human Plasma,47.02,<50,Human Plasma,-23.97,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,60,30~60,N,37,SC Centrifugation,19000,4,20,6,in vitro,Human,%-RPA,4,A515,A60,1.23,0.235,7.913,0.196
A516,A60,https://doi.org/10.1016/j.colsurfb.2017.01.037,Interaction of gold and silver nanoparticles with human plasma: Analysis of protein corona reveals specific binding patterns,2017,Au,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,Human Plasma,56.6,50~100,Human Plasma,-24.97,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,ml/m^2,Not Reported,Not Reported,Not Reported,60,30~60,N,37,SC Centrifugation,19000,4,20,6,in vitro,Human,%-RPA,4,A516,A60,1.57,0.091,6.333,0.17
